DMSO_6_3_RIBO	DMSO_6_4_RIBO	DMSO_6_1_RNA	DMSO_6_2_RNA	DMSO_6_3_RNA	DMSO_6_4_RNA	DMSO_30_1_RIBO	DMSO_30_2_RIBO	DMSO_30_3_RIBO	DMSO_30_1_RNA	DMSO_30_2_RNA	DMSO_30_3_RNA	PP_30_1_RIBO	PP_30_2_RIBO	PP_30_3_RIBO	PP_30_1_RNA	PP_30_2_RNA	PP_30_3_RNA	PP_6_1_RIBO	PP_6_3_RIBO	PP_6_1_RNA	PP_6_2_RNA	PP_6_3_RNA
MIR337	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1
MIR665	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
RTL1	1	1	0	0	0	0	0	1	0	5	11	14	1	0	0	12	28	13	0	2	0	0	0
MIR431	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
MIR433	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4
MIR127	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
MIR136	1	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	2	1	0	0	0
MEG8	9	13	402	417	404	497	1	0	21	131	193	145	23	25	45	140	79	110	7	7	202	314	333
SNORD112	1	1	4	0	1	2	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	1	2
MIR370	0	0	0	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
SNORD113-1	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	0
SNORD113-2	0	0	2	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0
SNORD113-3	0	0	2	6	9	6	0	0	0	3	2	3	0	0	0	0	0	7	0	0	4	6	2
SNORD113-4	0	0	19	24	20	26	0	0	0	1	0	2	0	0	0	0	0	2	0	0	1	13	10
SNORD113-5	0	0	0	1	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	2	0
SNORD113-6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
SNORD113-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
SNORD113-8	2	0	1	2	2	2	0	16	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0
SNORD113-9	0	1	1	5	1	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
SNORD114-1	0	2	3	10	5	11	0	0	0	2	2	0	0	0	0	0	0	6	0	0	0	2	3
SNORD114-2	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-3	0	0	18	14	16	22	0	0	0	1	1	7	0	0	0	3	0	7	0	0	3	8	8
SNORD114-4	0	0	3	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0
SNORD114-5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
SNORD114-6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-7	0	0	1	2	2	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	1
SNORD114-8	0	0	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
SNORD114-9	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1
SNORD114-10	0	0	10	4	15	7	0	0	0	3	10	4	0	0	0	1	1	0	0	0	3	2	5
SNORD114-11	0	0	0	1	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-12	0	0	1	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SNORD114-13	0	0	5	3	3	7	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	3	1
SNORD114-14	1	0	11	5	22	14	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	2	5
SNORD114-15	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-16	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SNORD114-17	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-18	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0
SNORD114-19	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-20	0	0	10	13	13	15	0	0	0	2	1	0	0	0	0	1	4	3	0	0	1	13	13
SNORD114-21	0	0	60	55	60	84	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	55	52
SNORD114-22	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-23	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-24	0	0	3	0	5	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
SNORD114-25	0	0	1	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
SNORD114-26	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-27	0	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
SNORD114-28	0	0	4	4	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SNORD114-29	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
SNORD114-30	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-31	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR379	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR411	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR299	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR380	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR1197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR323A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR758	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR329-1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR329-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR494	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR1193	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
MIR543	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
MIR495	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
MIR376C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR376A2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
MIR376B	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR376A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR300	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
MIR1185-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR1185-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR381HG	0	0	0	2	0	2	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
MIR381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR487B	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR544A	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR487A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0
MIR134	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR485	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR323B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR154	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0
MIR496	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
MIR377	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
MIR541	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1
MIR409	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
MIR412	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0
MIR369	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
MIR410	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
MIR656	2	1	0	0	0	1	0	0	0	2	1	2	0	0	0	2	8	1	0	0	0	2	0
MEG9	1	0	8	12	10	8	0	0	0	88	114	100	0	1	0	73	67	111	0	0	1	5	7
LINC02285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
LINC00524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DIO3OS	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR1247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DIO3	0	0	0	0	0	0	0	3	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LINC00239	26	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	116	92	0	0	0
PPP2R5C	276	319	2521	2529	2496	3116	2131	973	1660	2799	4009	3622	579	1123	455	2532	2430	3146	277	190	2484	2845	2790
DYNC1H1	1902	3607	4126	4311	4057	5039	18039	9780	12248	8037	15295	12868	5420	5134	3744	11116	8073	11148	2114	1574	8758	19169	17229
HSP90AA1	5019	6309	21144	21144	21209	25510	29054	14057	18005	28037	38218	34060	7786	11734	7079	25000	22269	29052	2263	1675	11061	13165	12395
WDR20	68	98	422	432	429	471	537	189	266	463	646	511	152	212	70	426	349	456	109	79	468	492	442
MOK	4	10	58	43	44	65	84	29	38	52	80	58	13	23	0	46	52	75	314	22	97	99	100
ZNF839	12	15	122	134	131	156	102	50	29	216	287	272	18	36	13	180	144	229	25	27	161	248	213
CINP	166	138	389	405	407	429	719	318	623	483	594	501	155	491	67	504	474	575	163	120	449	431	384
TECPR2	79	134	592	570	579	682	573	200	411	655	865	833	154	223	75	506	410	656	148	113	440	714	656
ANKRD9	3	12	503	521	530	578	6	27	25	1296	1842	1481	20	22	0	1327	1064	1349	14	7	192	282	240
MIR4309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02323	1	0	3	0	0	0	0	0	0	1	3	3	0	1	0	7	16	1	1	4	0	0	0
RCOR1	271	286	1657	1710	1698	2067	1434	739	1100	1727	2733	2308	666	979	659	1830	1581	2033	285	192	982	1236	1156
TRAF3	16	46	683	726	628	786	48	93	59	867	1136	998	55	26	63	916	561	978	19	9	221	402	362
AMN	0	0	0	1	1	0	0	28	1	33	33	21	0	0	6	38	29	42	2	5	0	4	2
CDC42BPB	297	501	2424	2585	2520	2982	1714	1299	1342	3831	6200	4880	1334	712	753	3934	3040	4251	353	293	2165	2707	2576
LBHD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EXOC3L4	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0
LINC00677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNFAIP2	0	0	4	4	0	4	0	1	11	21	4	2	0	0	1	4	3	13	3	1	3	4	3
LINC00605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LOC105378183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370687	4	4	48	42	31	39	0	0	0	20	33	34	4	14	0	29	22	22	19	14	28	49	33
EIF5	716	1104	6293	6293	6095	7252	4212	1811	2985	4716	6661	5987	1356	2388	1239	4554	4380	5288	1018	779	5581	7617	7098
MARK3	306	401	2244	2207	2237	2723	1390	971	1338	2980	4267	3580	568	939	803	3238	2811	3571	376	267	1892	1875	1816
CKB	8066	8879	6640	6637	6390	7930	37823	25781	33555	27546	37184	28242	16266	21067	16818	28236	26157	32909	6973	5421	7308	7077	6269
TRMT61A	81	90	267	282	281	351	54	228	212	519	700	557	180	171	40	485	498	625	139	100	303	348	338
BAG5	165	200	2048	1993	1985	2373	894	444	680	1722	2322	2120	383	432	308	1535	1293	1694	145	132	1173	1448	1304
COA8	80	79	512	517	514	648	436	148	231	544	832	712	61	184	101	524	499	650	63	64	459	582	566
KLC1	495	845	2584	2695	2625	3257	3123	1826	2051	3722	5484	4650	1222	1725	1029	3907	3343	4476	543	430	1698	2578	2271
XRCC3	62	61	476	435	460	612	463	91	186	778	1003	925	155	185	25	828	750	959	62	60	267	356	311
ZFYVE21	58	80	312	353	368	416	295	254	314	403	644	557	179	414	207	436	472	532	133	89	161	273	277
PPP1R13B	7	8	18	17	18	22	36	16	38	35	37	22	8	9	0	29	25	16	10	7	35	34	19
PPP1R13B-DT	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ATP5MJ	333	489	1053	1081	1020	1256	2325	798	1987	1428	1672	1265	582	1096	644	1063	1039	1299	207	165	783	839	749
TDRD9	0	2	0	0	0	0	2	0	1	2	0	0	1	1	0	0	0	0	2	0	0	0	0
RD3L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASPG	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0	0	1	0	0	0
MIR203A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR203B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIF26A-DT	1	1	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	1	0
KIF26A	5	2	2	4	4	5	3	5	15	37	28	19	1	3	1	18	10	16	16	16	2	5	0
LINC02691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
C14orf180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02280	0	0	1	2	3	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	2
MIR4710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
INF2	424	532	1076	954	920	1168	1359	1554	1654	3283	4841	3908	1202	1083	725	3518	3108	3792	429	372	769	1108	973
ADSS1	0	0	8	19	13	22	21	53	41	142	134	109	8	13	17	98	61	84	0	0	7	10	1
SIVA1	263	233	756	735	726	862	371	420	334	634	901	646	282	264	343	666	547	693	247	192	114	708	622
AKT1	159	212	2820	2785	2756	3299	709	464	432	4783	6644	5116	233	399	273	4423	3843	5259	233	186	1595	2033	1850
ZBTB42	6	11	130	124	129	136	3	28	35	381	530	381	0	13	0	282	297	352	8	16	122	170	144
LINC00638	7	4	30	31	21	34	1	0	0	20	56	53	0	0	0	33	46	21	0	0	12	37	37
CEP170B	14	14	269	282	265	359	151	106	75	1544	1996	1601	134	68	48	1569	1451	1710	48	51	293	304	250
MIR12121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLD4	0	3	2	0	0	3	3	2	1	15	20	24	0	0	0	10	24	24	0	0	0	4	3
AHNAK2	4	7	30	26	34	53	104	200	102	332	568	483	64	55	80	343	271	382	6	8	41	49	57
CLBA1	7	6	69	68	79	84	14	0	4	119	129	102	12	9	37	111	111	126	16	27	82	120	142
CDCA4	185	166	656	671	708	729	511	265	259	518	799	684	166	201	275	496	442	658	150	114	307	459	449
GPR132	1	1	0	0	0	0	3	3	2	10	0	1	0	0	0	0	0	0	0	0	0	0	0
LINC02298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAG2	11	12	62	43	54	60	74	69	56	371	463	384	75	53	45	416	383	432	22	8	15	25	20
MIR6765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NUDT14	7	1	14	22	15	19	16	4	65	89	121	76	28	67	49	90	120	89	12	1	12	21	20
BRF1	91	130	403	420	435	501	395	202	309	869	1119	864	376	359	246	801	722	869	232	178	519	497	497
BTBD6	24	19	655	720	615	801	30	31	34	535	718	650	16	62	13	462	414	537	21	18	429	667	630
PACS2	58	58	714	721	720	829	294	89	89	1672	2439	1761	54	58	67	1461	1268	1833	85	66	918	795	743
TEX22	3	1	17	7	11	10	1	1	9	33	53	43	3	5	2	26	17	34	8	4	15	17	20
LOC100507437	3	4	23	19	22	32	0	0	1	26	39	32	0	0	0	16	15	29	6	8	26	18	32
MTA1	275	495	1912	1902	1913	2285	1759	1201	1406	4370	6188	4728	574	812	539	4593	3972	5135	238	174	1852	1726	1521
CRIP2	1467	1723	1700	1679	1725	2078	3480	2365	2905	4818	5409	4258	2367	2728	2534	4404	4042	5560	1672	1301	1740	1430	1345
CRIP1	1	2	0	0	4	1	0	0	8	12	9	12	0	0	0	7	10	7	0	1	1	2	1
TEDC1	311	316	552	492	524	569	448	274	352	834	1211	951	182	320	168	1018	823	1106	413	325	339	450	396
TMEM121	131	226	589	566	544	637	315	220	246	817	1025	769	143	145	82	778	670	889	162	156	190	455	398
LOC105370697	0	2	35	64	40	60	0	0	0	33	39	33	0	0	0	34	12	17	0	0	13	17	23
MIR8071-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR8071-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELK2AP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM30A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR5195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAFIP	0	1	10	12	15	21	0	1	0	35	31	23	0	0	0	35	45	20	2	0	20	30	19
CHEK2P2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HERC2P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GOLGA6L6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GOLGA8CP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NBEAP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3118-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POTEB2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR5701-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM30C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC646214	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
CXADRP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
POTEB3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3118-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR5701-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR4N4C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102724760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGHV1OR15-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3118-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POTEB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NF1P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR5701-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR4M2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR4N4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR4N3P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGHV1OR15-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC642131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR1268A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REREP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GOLGA8EP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HERC2P7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HERC2P2	1	3	62	59	74	78	0	0	12	150	238	204	0	0	0	179	158	176	4	0	40	73	69
GOLGA8IP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WHAMMP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC283683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NIPA1	2	0	66	85	58	96	0	0	14	78	131	79	8	12	11	101	52	101	0	0	9	36	50
NIPA2	0	1	72	73	72	78	0	0	0	36	59	73	0	0	0	39	33	37	0	0	4	71	45
CYFIP1	0	0	3	1	5	4	0	0	0	3	4	3	0	0	0	1	4	5	0	0	1	5	2
TUBGCP5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GOLGA6L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GOLGA8DP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4509-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102723534	0	0	1	2	0	1	0	0	1	1	2	0	0	0	0	0	0	0	0	0	1	1	0
LOC102723623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GOLGA8S	1	0	0	3	2	3	0	0	0	9	0	3	0	0	0	3	6	4	0	0	0	0	0
GOLGA6L2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MIR4508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MKRN3	0	0	8	13	6	7	0	0	0	8	5	7	0	0	0	2	4	2	0	0	6	12	13
MAGEL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWRN4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWRN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWRN3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWRN1	0	1	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
NPAP1	80	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	422	309	0	0	0
ATP10A	2	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	4	7	0	0	0
MIR4715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
LINC00929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GABRB3	1	0	17	16	17	23	20	1	4	14	33	15	0	0	1	16	15	11	1	2	9	18	17
GABRA5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
GABRG3	35	119	0	0	0	0	6	1	4	1	0	0	0	1	1	0	0	0	25	45	0	1	2
GABRG3-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OCA2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
